Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
META,666.56,Put,740,2026-01-16T16:30:00-06:00,17,"71.45 x 65","74.70 x 79",74.7,1230,ask,9188100,1788,136,34.57%,-0.9194472011,MLFT,BuyToOpen,"15:42:50 ET"
CRCL,80.04,Put,125,2026-01-16T16:30:00-06:00,17,"42.20 x 802","46.00 x 267",45.43,2020,mid,9176800,2026,703,127.03%,-0.9342742085,MLFT,ToOpen,"15:40:30 ET"
UNH,332.3304,Put,600,2026-01-16T16:30:00-06:00,17,"264.25 x 48","270.55 x 48",266.75,340,mid,9069500,800,98,108.95%,-0.9948080867,SLFT,N/A,"12:27:00 ET"
TSLA,455.935,Put,517.5,2026-01-02T16:30:00-06:00,3,"60.45 x 54","63.05 x 71",60.45,1500,bid,9067500,1504,153,74.05%,-0.9694278885,MLFT,SellToOpen,"15:40:48 ET"
CRWV,74.155,Put,115,2026-01-16T16:30:00-06:00,17,"39.80 x 528","41.00 x 19",39.8,2260,bid,8994800,2281,1226,0.00%,0,MLFT,SellToOpen,"15:42:28 ET"
COST,865.9424,Put,950,2026-01-16T16:30:00-06:00,17,"81.45 x 8","88.15 x 37",85.2,1050,mid,8946000,1050,106,29.58%,-0.9283757516,SLFT,ToOpen,"14:32:46 ET"
NTR,62.66,Call,50,2026-01-16T16:30:00-06:00,17,"12.40 x 448","13.30 x 331",12.67,7000,mid,8869000,74620,5691,44.12%,0.99253861985359,MLFT,N/A,"15:48:41 ET"
RACE,372.83,Put,480,2026-02-20T16:30:00-06:00,52,"104.90 x 5","109.00 x 5",104.9,840,bid,8811600,840,77,42.98%,-0.9426159199,MLFT,SellToOpen,"15:40:01 ET"
ARM,110.965,Put,160,2026-01-16T16:30:00-06:00,17,"47.50 x 123","50.30 x 139",48.93,1800,mid,8807400,12640,1075,0.00%,0,MLFT,N/A,"14:32:29 ET"
PDD,114,Put,140,2026-01-16T16:30:00-06:00,17,"24.00 x 160","28.00 x 153",25.9,3400,mid,8806000,3400,767,0.00%,-1.,SLFT,ToOpen,"14:33:18 ET"
META,667.12,Put,750,2026-01-16T16:30:00-06:00,17,"81.30 x 47","84.15 x 13",82.5,1065,mid,8786200,1065,268,0.00%,0,SLFT,ToOpen,"14:33:35 ET"
LULU,210.67,Put,270,2026-01-16T16:30:00-06:00,17,"54.50 x 30","61.80 x 28",59.17,1480,mid,8757100,4200,164,0.00%,0,MLFT,N/A,"15:57:57 ET"
UNH,332.4,Put,480,2026-01-16T16:30:00-06:00,17,"144.80 x 92","148.40 x 46",148.4,590,ask,8755600,1915,53,92.52%,-0.9602756189,MLFT,N/A,"15:40:12 ET"
COP,93.9002,Put,130,2026-01-16T16:30:00-06:00,17,"35.40 x 136","37.30 x 191",36.35,2400,mid,8724000,2400,300,83.96%,-0.9559855529,SLFT,ToOpen,"14:32:44 ET"
ARM,111.05,Put,145,2026-01-16T16:30:00-06:00,17,"32.20 x 91","35.35 x 71",32.4,2690,mid,8715600,14620,2279,0.00%,0,MLFT,N/A,"15:33:24 ET"
ADBE,353.811,Put,450,2026-01-16T16:30:00-06:00,17,"93.25 x 30","99.80 x 38",96.8,900,mid,8712000,1235,86,65.34%,-0.954077617,SLFT,ToOpen,"14:32:24 ET"
MSTR,156.257,Put,330,2026-01-16T16:30:00-06:00,17,"172.50 x 48","174.90 x 48",173.85,500,mid,8692500,880,53,154.13%,-0.9860097611,SLFT,ToOpen,"15:51:01 ET"
DDOG,137.97,Put,185,2026-01-16T16:30:00-06:00,17,"45.35 x 187","47.90 x 173",46.7,1850,mid,8639500,1850,229,0.00%,0,SLFT,ToOpen,"14:33:46 ET"
MSTR,156.32,Put,315,2026-01-16T16:30:00-06:00,17,"157.40 x 38","159.50 x 5",159.5,540,ask,8613000,540,67,177.50%,-0.9521269791,MLFT,BuyToOpen,"15:46:50 ET"
UNH,332.92,Put,600,2026-01-16T16:30:00-06:00,17,"264.65 x 49","270.10 x 49",268.32,315,mid,8452000,2295,98,144.31%,-0.9598659308,MLFT,N/A,"14:32:58 ET"
ADBE,353.811,Put,420,2026-01-16T16:30:00-06:00,17,"63.35 x 119","70.65 x 154",67,1255,mid,8408500,4256,306,50.63%,-0.94020172,SLFT,N/A,"14:32:22 ET"
BABA,147.71,Put,162.5,2026-01-02T16:30:00-06:00,3,"13.90 x 420","15.55 x 281",15,5600,mid,8400000,8692,704,66.24%,-0.9406763474,SLFT,ToOpen,"14:32:34 ET"
ADBE,353.08,Put,450,2026-01-16T16:30:00-06:00,17,"93.25 x 40","99.80 x 40",93.25,900,bid,8392500,2135,86,0.00%,0,MLFT,N/A,"15:35:13 ET"
AAPL,273.205,Put,290,2026-01-02T16:30:00-06:00,3,"16.25 x 29","17.05 x 31",16.77,5000,mid,8385000,10000,1652,0.00%,0,MLFT,N/A,"14:38:14 ET"
UNH,332.4,Put,440,2026-01-16T16:30:00-06:00,17,"105.90 x 50","108.95 x 46",108.89,770,mid,8384500,3170,74,80.59%,-0.936907196,MLFT,N/A,"15:40:12 ET"
AAPL,273.205,Put,290,2026-01-02T16:30:00-06:00,3,"16.30 x 15","17.05 x 25",16.68,5000,mid,8340000,10000,1652,0.00%,0,MLFT,N/A,"14:38:39 ET"
MSTR,155.815,Put,210,2026-01-02T16:30:00-06:00,3,"53.15 x 41","54.90 x 86",54.07,1540,mid,8326700,3938,364,0.00%,0,MLFT,N/A,"15:57:16 ET"
UNH,332.92,Put,380,2026-01-16T16:30:00-06:00,17,"46.65 x 126","49.25 x 303",48.85,1700,mid,8304500,3140,170,42.13%,-0.9211427767,SLFT,ToOpen,"14:32:55 ET"
AGNC,10.83,Call,10,2026-01-16T16:30:00-06:00,17,"0.80 x 6","0.86 x 12",0.83,100000,mid,8300000,100554,55299,0.00%,0.99999999999954,SLFT,ToOpen,"13:31:07 ET"
MSTR,156.32,Put,305,2026-01-16T16:30:00-06:00,17,"147.40 x 51","149.50 x 5",147.4,560,bid,8254400,560,93,129.72%,-0.9949900837,MLFT,SellToOpen,"15:46:25 ET"
PDD,114,Put,150,2026-01-16T16:30:00-06:00,17,"34.00 x 157","37.90 x 151",35.91,2295,mid,8241300,6295,500,0.00%,0,MLFT,N/A,"14:33:20 ET"
MSTR,156.15,Put,430,2026-01-16T16:30:00-06:00,17,"272.95 x 26","274.50 x 2",274.5,300,ask,8235000,306,24,231.80%,-0.9655547698,MLFT,BuyToOpen,"15:45:04 ET"
TMUS,203.985,Put,240,2026-01-16T16:30:00-06:00,17,"35.25 x 14","37.45 x 103",37.18,2210,mid,8216700,6915,384,58.55%,-0.8901051707,MLFT,N/A,"15:41:04 ET"
MSTR,156.32,Put,210,2026-01-02T16:30:00-06:00,3,"53.35 x 45","54.50 x 42",53.35,1540,bid,8215900,1747,364,163.38%,-0.9732262064,MLFT,SellToOpen,"15:46:25 ET"
AMT,176.3444,Put,200,2026-01-16T16:30:00-06:00,17,"21.90 x 6","25.60 x 6",23.4,3500,mid,8190000,3502,404,29.55%,-0.9737426261,SLFT,ToOpen,"14:32:28 ET"
COST,867.15,Put,950,2026-01-16T16:30:00-06:00,17,"79.10 x 43","87.00 x 26",83.52,980,mid,8184900,2030,106,27.16%,-0.944887592,MLFT,N/A,"15:39:54 ET"
TSLA,455.935,Put,522.5,2026-01-02T16:30:00-06:00,3,"65.45 x 80","68.05 x 84",65.45,1250,bid,8181200,1253,98,78.65%,-0.9709405193,MLFT,SellToOpen,"15:40:48 ET"
NOW,154.26,Put,208,2026-01-16T16:30:00-06:00,17,"52.60 x 260","55.50 x 283",54.2,1500,mid,8130000,2265,185,77.54%,-0.9603112954,SLFT,ToOpen,"14:33:21 ET"
CRCL,80.43,Put,145,2026-01-16T16:30:00-06:00,17,"60.00 x 926","68.00 x 779",63.75,1275,mid,8128100,1275,326,189.68%,-0.892959982,SLFT,ToOpen,"14:33:51 ET"
HD,346.682,Put,420,2026-01-16T16:30:00-06:00,17,"72.60 x 31","75.30 x 31",73.85,1100,mid,8123500,1550,97,43.29%,-0.9804548243,SLFT,ToOpen,"14:33:40 ET"
FIG,37.62,Put,90,2026-01-16T16:30:00-06:00,17,"50.35 x 927","52.70 x 551",50.35,1610,bid,8106300,1610,1913,0.00%,0,MLFT,N/A,"15:43:56 ET"
UPS,99.76,Put,120,2026-01-16T16:30:00-06:00,17,"18.10 x 524","22.10 x 454",20.45,3950,mid,8077700,3950,671,45.34%,-0.9651121866,SLFT,ToOpen,"14:32:54 ET"
MSTR,156.257,Put,335,2026-01-16T16:30:00-06:00,17,"177.50 x 47","179.90 x 47",178.85,450,mid,8048200,770,44,156.82%,-0.9861387173,SLFT,ToOpen,"15:51:01 ET"
TXN,175.601,Put,220,2026-01-16T16:30:00-06:00,17,"42.30 x 59","46.30 x 32",43.25,1860,mid,8044500,1940,49,0.00%,0,MLFT,ToOpen,"15:36:38 ET"
CRCL,80.43,Put,240,2026-03-20T16:30:00-05:00,80,"152.00 x 783","166.00 x 797",155.8,510,mid,7945800,785,200,148.61%,-0.9019210368,SLFT,ToOpen,"14:33:51 ET"
NOW,154.26,Put,220,2026-01-16T16:30:00-06:00,17,"64.60 x 252","67.50 x 282",66.2,1200,mid,7944000,1785,150,92.70%,-0.9566626991,SLFT,ToOpen,"14:33:21 ET"
LULU,211.4,Put,300,2026-01-16T16:30:00-06:00,17,"85.65 x 31","90.80 x 41",87.9,900,mid,7911000,900,102,97.21%,-0.9442062992,SLFT,ToOpen,"14:33:36 ET"
FANG,151.64,Put,207.49,2026-01-16T16:30:00-06:00,17,"54.70 x 52","57.40 x 53",56.4,1400,mid,7896000,1400,141,86.94%,-0.9434364409,MLFT,ToOpen,"14:33:44 ET"
NVDA,187.685,Call,130,2027-01-15T16:30:00-06:00,381,"71.65 x 95","72.35 x 399",71.66,1100,mid,7882600,1126,12955,49.91%,0.85209173499732,MLFT,N/A,"15:45:57 ET"
BABA,147.71,Put,185,2026-01-16T16:30:00-06:00,17,"35.45 x 288","38.30 x 320",37.65,2075,mid,7812300,3245,266,62.59%,-0.9465471245,SLFT,ToOpen,"14:32:34 ET"
MSTR,156.15,Put,480,2026-01-16T16:30:00-06:00,17,"322.40 x 37","324.50 x 1",324.5,240,ask,7788000,240,15,252.14%,-0.9670277352,MLFT,BuyToOpen,"15:45:04 ET"
ADBE,353.811,Put,415,2026-01-16T16:30:00-06:00,17,"58.40 x 59","65.55 x 59",62.05,1250,mid,7756200,1745,126,49.92%,-0.9278847905,SLFT,ToOpen,"14:32:24 ET"
CRM,265.93,Put,300,2026-01-16T16:30:00-06:00,17,"32.50 x 175","35.05 x 232",33.7,2300,mid,7751000,4601,653,0.00%,0,SLFT,N/A,"15:21:47 ET"
VEEV,225.14,Put,280,2026-01-16T16:30:00-06:00,17,"53.50 x 6","56.80 x 18",55.25,1400,mid,7735000,1400,135,60.50%,-0.9510746904,MLFT,ToOpen,"14:32:52 ET"
CRM,266.13,Put,300,2026-01-16T16:30:00-06:00,17,"32.50 x 258","35.05 x 152",33.6,2300,mid,7728000,2301,653,0.00%,0,SLFT,ToOpen,"14:33:50 ET"
UNH,332.92,Put,480,2026-01-16T16:30:00-06:00,17,"144.80 x 46","151.90 x 46",147.05,525,mid,7720100,925,53,99.02%,-0.9465386925,SLFT,ToOpen,"14:32:55 ET"
META,667.12,Put,765,2026-01-16T16:30:00-06:00,17,"96.00 x 46","99.90 x 43",97.7,790,mid,7718300,2690,197,32.71%,-0.9836049138,SLFT,N/A,"14:33:35 ET"
UNH,332.4,Put,380,2026-01-16T16:30:00-06:00,17,"46.75 x 148","48.85 x 185",46.75,1650,bid,7713700,5550,170,33.49%,-0.9682652632,MLFT,N/A,"15:40:12 ET"
MSTR,156.32,Put,290,2026-01-16T16:30:00-06:00,17,"132.40 x 37","134.50 x 5",132.4,580,bid,7679200,582,97,129.83%,-0.9854766357,MLFT,SellToOpen,"15:46:25 ET"
NVDA,187.685,Call,120,2026-03-20T16:30:00-05:00,80,"68.90 x 456","69.60 x 350",69.6,1100,ask,7656000,1129,35021,60.43%,0.95997715352265,MLFT,N/A,"15:45:57 ET"
MSTR,156.257,Put,325,2026-01-16T16:30:00-06:00,17,"167.50 x 47","169.90 x 47",168.85,450,mid,7598200,810,43,151.40%,-0.9855864322,SLFT,ToOpen,"15:51:01 ET"
HD,346.55,Put,430,2026-01-16T16:30:00-06:00,17,"82.50 x 36","85.20 x 31",85.2,890,ask,7582800,2220,93,69.51%,-0.9140505704,MLFT,N/A,"15:43:06 ET"
NFLX,93.915,Put,116,2026-01-16T16:30:00-06:00,17,"20.40 x 842","22.85 x 873",21.1,3585,mid,7564300,10510,864,0.00%,0,SLFT,N/A,"14:33:28 ET"
HD,346.682,Put,430,2026-01-16T16:30:00-06:00,17,"82.50 x 30","85.30 x 33",83.95,900,mid,7555500,1330,93,46.03%,-0.9865002113,SLFT,ToOpen,"14:33:40 ET"
NTR,63.0115,Call,50,2026-01-16T16:30:00-06:00,17,"12.40 x 404","15.00 x 315",12.8,5880,mid,7526400,67620,5691,93.25%,0.89363447303575,SLFT,N/A,"14:50:43 ET"
NTR,63.0115,Call,50,2026-01-16T16:30:00-06:00,17,"12.40 x 404","15.00 x 315",12.8,5880,mid,7526400,67620,5691,93.25%,0.89363447303575,SLFT,N/A,"14:50:29 ET"
META,666.56,Put,735,2026-01-16T16:30:00-06:00,17,"66.50 x 46","70.35 x 40",66.5,1130,bid,7514500,1705,143,0.00%,0,MLFT,SellToOpen,"15:42:50 ET"
NFLX,93.915,Put,122,2026-01-16T16:30:00-06:00,17,"26.50 x 1197","29.45 x 1347",27.2,2720,mid,7398400,7945,656,73.72%,-0.9451715278,SLFT,N/A,"14:33:28 ET"
LULU,211.33,Put,260,2026-01-16T16:30:00-06:00,17,"46.55 x 31","51.00 x 33",49.78,1480,mid,7367400,2180,224,70.04%,-0.9052052289,MLFT,ToOpen,"15:45:51 ET"
ABNB,137.11,Put,160,2026-01-16T16:30:00-06:00,17,"21.10 x 420","24.75 x 357",22.95,3200,mid,7344000,3200,393,39.68%,-0.9704021046,SLFT,ToOpen,"14:32:20 ET"
MSTR,156.257,Put,450,2026-01-16T16:30:00-06:00,17,"292.40 x 46","294.90 x 46",293.5,250,mid,7337500,750,26,0.00%,0,SLFT,N/A,"15:50:50 ET"
PANW,186.99,Put,215,2026-01-16T16:30:00-06:00,17,"26.55 x 278","30.00 x 284",29.94,2450,mid,7335300,2450,503,63.08%,-0.8310428283,MLFT,ToOpen,"15:46:21 ET"
TMUS,204.11,Put,230,2026-01-16T16:30:00-06:00,17,"25.50 x 12","27.45 x 99",26.6,2750,mid,7315000,5405,708,40.35%,-0.9090500618,SLFT,N/A,"14:33:01 ET"
UNH,332.92,Put,460,2026-01-16T16:30:00-06:00,17,"124.80 x 46","131.90 x 92",127.05,575,mid,7305300,1055,57,89.82%,-0.9425241421,SLFT,ToOpen,"14:32:55 ET"
NTR,63.0115,Call,50,2026-01-16T16:30:00-06:00,17,"11.10 x 399","15.00 x 325",12.4,5880,mid,7291200,67620,5691,93.25%,0.89363447303575,SLFT,N/A,"14:50:15 ET"
LULU,210.67,Put,260,2026-01-16T16:30:00-06:00,17,"46.55 x 30","52.90 x 31",49.17,1480,mid,7277100,3660,224,59.45%,-0.9472231529,MLFT,N/A,"15:57:57 ET"
ADBE,353.08,Put,410,2026-01-16T16:30:00-06:00,17,"53.25 x 118","60.55 x 112",60.55,1200,ask,7266000,12445,694,65.87%,-0.8369289389,MLFT,N/A,"15:35:13 ET"
ADBE,353.08,Put,415,2026-01-16T16:30:00-06:00,17,"58.40 x 117","65.55 x 99",58.4,1240,bid,7241600,2985,126,39.35%,-0.9802763315,MLFT,N/A,"15:35:13 ET"
ZS,228.03,Put,300,2026-01-16T16:30:00-06:00,17,"70.80 x 68","73.40 x 87",72.05,1000,mid,7205000,1000,96,62.85%,-0.9831250172,SLFT,ToOpen,"14:32:49 ET"
GNRC,138.3326,Put,195,2026-01-16T16:30:00-06:00,17,"55.00 x 11","58.10 x 13",56.4,1275,mid,7191000,1275,161,0.00%,0,SLFT,ToOpen,"14:33:43 ET"
META,667.115,Call,730,2026-05-15T16:30:00-05:00,136,"36.20 x 49","36.45 x 45",36.3,1973,mid,7161900,3046,6512,35.13%,0.39883721957848,SLFT,N/A,"10:13:23 ET"
NFLX,93.915,Put,124,2026-01-16T16:30:00-06:00,17,"28.25 x 186","32.15 x 221",30.8,2325,mid,7161000,3535,291,0.00%,0,SLFT,ToOpen,"14:33:26 ET"
META,666.56,Put,780,2026-01-16T16:30:00-06:00,17,"110.75 x 38","115.25 x 30",115.25,620,ask,7145500,1455,58,50.06%,-0.9230038327,MLFT,N/A,"15:42:50 ET"
HUBS,404.605,Put,800,2026-01-16T16:30:00-06:00,17,"393.10 x 10","399.50 x 16",393.1,180,bid,7075800,180,10,127.20%,-0.9967629843,MLFT,SellToOpen,"15:43:35 ET"
TMUS,204.11,Put,230,2026-01-16T16:30:00-06:00,17,"25.50 x 12","27.45 x 91",26.5,2655,mid,7035700,5405,708,40.35%,-0.9090500618,SLFT,N/A,"14:33:02 ET"
USB,54.3067,Call,50,2026-01-16T16:30:00-06:00,17,"3.65 x 517","6.25 x 838",5.29,13270,mid,7019800,144385,10382,57.91%,0.76439752990915,MLFT,N/A,"15:51:37 ET"
UNH,332.4,Put,460,2026-01-16T16:30:00-06:00,17,"126.90 x 76","128.30 x 87",126.9,550,bid,6979500,2085,57,0.00%,0,MLFT,N/A,"15:40:12 ET"
PDD,114,Put,155,2026-01-16T16:30:00-06:00,17,"39.20 x 126","42.65 x 125",40.7,1700,mid,6919000,2575,214,0.00%,0,SLFT,ToOpen,"14:33:18 ET"
COST,867.15,Put,1040,2026-03-20T16:30:00-05:00,80,"168.55 x 32","176.85 x 34",168.56,410,mid,6910900,1870,172,0.00%,0,MLFT,N/A,"15:39:54 ET"
COST,867.15,Put,940,2026-01-16T16:30:00-06:00,17,"68.55 x 22","76.55 x 31",68.56,1000,mid,6856000,3454,366,0.00%,0,MLFT,N/A,"15:39:15 ET"
MSTR,156.257,Put,430,2026-01-16T16:30:00-06:00,17,"272.55 x 40","274.90 x 40",273.65,250,mid,6841200,556,24,0.00%,0,SLFT,N/A,"15:50:50 ET"
CRM,266.08,Put,300,2026-01-16T16:30:00-06:00,17,"32.50 x 174","35.05 x 253",35.05,1950,ask,6834700,6961,653,44.71%,-0.886540419,MLFT,N/A,"15:37:20 ET"
DUOL,178.59,Put,450,2026-01-16T16:30:00-06:00,17,"269.50 x 13","273.00 x 13",273,250,ask,6825000,250,25,237.69%,-0.9413075812,MLFT,BuyToOpen,"15:44:57 ET"
ADBE,353.08,Put,590,2026-01-16T16:30:00-06:00,17,"233.90 x 39","239.10 x 35",233.9,290,bid,6783100,290,8,0.00%,0,MLFT,SellToOpen,"15:35:27 ET"
HD,346.682,Put,390,2026-01-16T16:30:00-06:00,17,"42.30 x 89","45.30 x 113",43.1,1570,mid,6766700,5073,338,26.58%,-0.9830830385,SLFT,N/A,"14:33:41 ET"
LULU,211.33,Put,270,2026-01-16T16:30:00-06:00,17,"56.55 x 27","60.30 x 31",60.3,1120,ask,6753600,2720,164,85.90%,-0.89180605,MLFT,N/A,"15:45:51 ET"
META,667.12,Put,780,2026-01-16T16:30:00-06:00,17,"110.75 x 36","116.45 x 36",112.55,600,mid,6753000,835,58,40.57%,-0.9680748362,SLFT,ToOpen,"14:33:33 ET"
MSTR,156.15,Put,530,2026-01-16T16:30:00-06:00,17,"372.40 x 47","374.50 x 2",374.5,180,ask,6741000,180,7,270.26%,-0.9684209831,MLFT,BuyToOpen,"15:45:04 ET"
DDOG,137.97,Put,170,2026-01-16T16:30:00-06:00,17,"30.50 x 175","33.35 x 175",31.7,2125,mid,6736200,2125,139,0.00%,0,SLFT,ToOpen,"14:33:46 ET"
LRCX,175.49,Put,170,2026-03-20T16:30:00-05:00,80,"12.95 x 169","13.40 x 42",13.4,5000,ask,6700000,5208,35333,50.97%,-0.3915622043,SLCN,N/A,"10:25:07 ET"
MSTR,155.815,Put,280,2026-01-16T16:30:00-06:00,17,"122.95 x 65","125.10 x 65",124.07,540,mid,6699700,1650,73,0.00%,0,MLFT,N/A,"15:57:16 ET"
NKE,61.124,Put,80,2026-01-16T16:30:00-06:00,17,"18.45 x 593","20.05 x 486",19.25,3450,mid,6641200,16250,1601,85.44%,-0.9147032978,SLFT,N/A,"15:37:39 ET"
COIN,233.21,Put,400,2026-01-16T16:30:00-06:00,17,"162.90 x 71","168.50 x 71",165.65,400,mid,6626000,400,41,0.00%,0,SLFT,ToOpen,"14:32:41 ET"
CRWV,74.78,Put,130,2026-01-16T16:30:00-06:00,17,"52.85 x 688","55.60 x 413",54.18,1220,mid,6609900,9475,828,0.00%,0,MLFT,N/A,"14:33:48 ET"
AMT,176.3444,Put,210,2026-01-16T16:30:00-06:00,17,"32.60 x 57","34.60 x 13",33,2000,mid,6600000,2001,254,0.00%,0,SLFT,ToOpen,"14:32:28 ET"
CRCL,80.43,Put,160,2026-01-16T16:30:00-06:00,17,"75.00 x 844","82.70 x 793",78.75,835,mid,6575600,835,213,206.72%,-0.9078098023,SLFT,ToOpen,"14:33:51 ET"
MSTR,156.32,Put,330,2026-01-16T16:30:00-06:00,17,"172.40 x 45","174.50 x 5",172.4,380,bid,6551200,380,53,152.96%,-0.9879654094,MLFT,SellToOpen,"15:46:50 ET"
ADBE,353.08,Put,480,2026-01-16T16:30:00-06:00,17,"123.00 x 39","130.00 x 40",123,530,bid,6519000,980,46,0.00%,0,MLFT,SellToOpen,"15:35:13 ET"
META,666.56,Put,755,2026-01-16T16:30:00-06:00,17,"85.70 x 48","90.10 x 45",85.7,760,bid,6513200,1095,84,0.00%,0,MLFT,SellToOpen,"15:42:50 ET"
META,666.5251,Call,700,2027-01-15T16:30:00-06:00,381,"92.60 x 88","93.20 x 73",92.77,700,mid,6493900,1319,3964,36.15%,0.55453805334261,MLFT,N/A,"11:16:10 ET"
PDD,113.975,Put,165,2026-01-16T16:30:00-06:00,17,"49.00 x 176","52.85 x 152",49,1320,bid,6468000,5540,347,0.00%,0,MLFT,N/A,"15:46:01 ET"
HD,346.55,Put,420,2026-01-16T16:30:00-06:00,17,"72.20 x 31","75.20 x 31",75.2,860,ask,6467200,2410,97,63.79%,-0.9082920294,MLFT,N/A,"15:43:06 ET"
VEEV,225.31,Put,270,2026-01-16T16:30:00-06:00,17,"43.70 x 6","46.80 x 18",46.8,1380,ask,6458300,2780,271,72.90%,-0.8589146174,MLFT,N/A,"15:37:18 ET"
LULU,211.33,Put,300,2026-01-16T16:30:00-06:00,17,"87.90 x 5","90.80 x 37",90.8,710,ask,6446800,1610,102,117.86%,-0.8956934493,MLFT,N/A,"15:45:51 ET"
CRM,266.08,Put,340,2026-01-16T16:30:00-06:00,17,"72.30 x 31","75.75 x 31",75.75,850,ask,6438700,2350,74,83.35%,-0.8996635715,MLFT,N/A,"15:37:20 ET"
VEEV,225.31,Put,280,2026-01-16T16:30:00-06:00,17,"53.50 x 6","56.80 x 20",56.8,1130,ask,6418400,2530,135,82.66%,-0.8716092378,MLFT,N/A,"15:37:18 ET"
NFLX,93.855,Put,106,2026-01-16T16:30:00-06:00,17,"11.70 x 492","12.55 x 492",12.55,5100,ask,6400500,5108,4560,45.71%,-0.8845137604,MLFT,BuyToOpen,"15:46:45 ET"
COIN,234.985,Put,230,2026-03-20T16:30:00-05:00,80,"20.70 x 89","21.20 x 337",21.17,3000,mid,6351000,3045,3097,56.38%,-0.4066008054,TLCT,N/A,"11:55:24 ET"
VEEV,225.14,Put,270,2026-01-16T16:30:00-06:00,17,"43.70 x 6","46.80 x 18",45.25,1400,mid,6335000,1400,271,52.41%,-0.9451378937,MLFT,ToOpen,"14:32:52 ET"
CRCL,80.04,Put,135,2026-01-16T16:30:00-06:00,17,"53.35 x 714","57.95 x 418",57.94,1090,mid,6315400,4351,1328,216.32%,-0.8125970046,MLFT,N/A,"15:40:30 ET"
AXON,574.235,Put,740,2026-01-16T16:30:00-06:00,17,"162.10 x 5","169.90 x 5",165.95,380,mid,6306000,380,74,58.53%,-0.9828251781,MLFT,ToOpen,"14:44:43 ET"
NOW,154.37,Put,176,2026-01-16T16:30:00-06:00,17,"20.80 x 238","23.40 x 294",20.8,3030,bid,6302400,13720,1144,44.87%,-0.9073429461,MLFT,N/A,"15:46:25 ET"
WDAY,217.44,Put,280,2026-01-16T16:30:00-06:00,17,"60.80 x 138","63.80 x 120",62.4,1000,mid,6240000,1000,175,0.00%,0,SLFT,ToOpen,"15:06:19 ET"
SBUX,85.455,Put,115,2026-01-16T16:30:00-06:00,17,"27.75 x 255","31.20 x 363",28.55,2185,mid,6238100,10380,851,85.07%,-0.9368015051,SLFT,N/A,"14:33:12 ET"
META,667.12,Put,760,2026-01-16T16:30:00-06:00,17,"91.65 x 40","94.70 x 40",93,670,mid,6231000,2371,168,32.22%,-0.9799776651,SLFT,N/A,"14:33:35 ET"
COIN,232.61,Put,400,2026-01-16T16:30:00-06:00,17,"163.40 x 64","169.75 x 68",163.4,380,bid,6209200,780,41,0.00%,0,MLFT,N/A,"15:35:56 ET"
GNRC,138.3326,Put,200,2026-01-16T16:30:00-06:00,17,"60.20 x 10","63.80 x 10",61.9,1000,mid,6190000,1125,139,0.00%,0,SLFT,ToOpen,"14:33:43 ET"
CRCL,80.04,Put,150,2026-01-16T16:30:00-06:00,17,"65.00 x 651","73.00 x 332",65,950,bid,6175000,3920,728,0.00%,0,MLFT,N/A,"15:40:30 ET"
PDD,114,Put,165,2026-01-16T16:30:00-06:00,17,"49.00 x 143","52.85 x 148",50.93,1205,mid,6137000,4220,347,0.00%,0,MLFT,N/A,"14:33:20 ET"
AAPL,273.16,Put,290,2026-01-16T16:30:00-06:00,17,"16.80 x 144","16.95 x 25",16.8,3640,bid,6115200,3657,576,0.00%,0,MLFT,SellToOpen,"15:33:22 ET"
TMUS,204.11,Put,270,2026-01-16T16:30:00-06:00,17,"64.70 x 88","67.45 x 96",66.4,920,mid,6108800,3070,214,75.37%,-0.9509950281,SLFT,N/A,"14:33:02 ET"
MSTR,156.32,Put,325,2026-01-16T16:30:00-06:00,17,"167.40 x 45","169.50 x 5",169.5,360,ask,6102000,360,43,183.72%,-0.9531524512,MLFT,BuyToOpen,"15:46:50 ET"
MSTR,156.32,Put,285,2026-01-16T16:30:00-06:00,17,"127.40 x 48","129.50 x 5",129.5,470,ask,6086500,470,83,157.23%,-0.9478651839,MLFT,BuyToOpen,"15:46:25 ET"
RACE,372.83,Put,470,2026-02-20T16:30:00-06:00,52,"94.90 x 5","99.10 x 5",94.9,640,bid,6073600,640,61,41.61%,-0.9292576689,MLFT,SellToOpen,"15:40:01 ET"
NVDA,188.19,Call,130,2026-03-20T16:30:00-05:00,80,"60.15 x 637","60.65 x 411",60.33,1000,mid,6033000,1012,25557,53.33%,0.94931739433985,MLFT,N/A,"14:15:50 ET"
TMUS,204.11,Put,240,2026-01-16T16:30:00-06:00,17,"35.25 x 50","37.45 x 100",36.4,1655,mid,6024200,4705,384,49.07%,-0.9320712575,SLFT,N/A,"14:33:02 ET"
MSTR,156.32,Put,275,2026-01-16T16:30:00-06:00,17,"117.40 x 77","119.50 x 5",117.4,510,bid,5987400,510,102,120.18%,-0.9844802326,MLFT,SellToOpen,"15:46:25 ET"
USB,54.3067,Call,42.5,2026-01-16T16:30:00-06:00,17,"10.55 x 500","13.75 x 863",13.75,4320,ask,5940000,30240,1152,148.82%,0.82128839802373,MLFT,N/A,"15:51:37 ET"
