Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time,"Exp Type"
COIN,234.63,Put,380,2026-01-16T16:30:00-06:00,18,"142.40 x 41","149.60 x 84",146.05,400,mid,5842000,1320,79,118.76%,-0.9586726463,SLFT,N/A,"15:28:49 ET",M
META,659.86,Put,745,2026-01-16T16:30:00-06:00,18,"83.85 x 58","87.95 x 57",85.79,680,mid,5833700,1491,108,34.42%,-0.9473234834,MFSL,N/A,"15:23:16 ET",M
CI,276.23,Put,350,2026-01-16T16:30:00-06:00,18,"71.90 x 119","75.30 x 89",73.6,790,mid,5814300,1160,255,0.00%,0,MFSL,ToOpen,"15:16:54 ET",M
META,659.6028,Put,775,2026-01-16T16:30:00-06:00,18,"113.75 x 33","119.30 x 52",116.15,500,mid,5807500,1145,46,43.83%,-0.952776413,SLFT,N/A,"15:28:16 ET",M
GOOG,312.64,Put,330,2027-01-15T16:30:00-06:00,382,"47.90 x 41","48.25 x 78",48.14,1200,mid,5776800,1200,73,33.98%,-0.4727249925,SLCN,ToOpen,"11:31:59 ET",M
NOW,154.524,Put,184,2026-01-16T16:30:00-06:00,18,"27.70 x 304","32.20 x 299",30.4,1900,mid,5776000,4114,478,62.01%,-0.8870510819,SLFT,N/A,"15:29:00 ET",M
UNH,329.6233,Put,400,2026-01-16T16:30:00-06:00,18,"68.60 x 182","73.95 x 182",71.35,800,mid,5707900,2990,201,47.05%,-0.9661510789,SLFT,N/A,"15:26:32 ET",M
TSLA,467.4801,Call,400,2027-01-15T16:30:00-06:00,382,"142.20 x 400","142.55 x 150",142.2,400,bid,5687900,8437,10055,56.10%,0.73311923650784,AUTO,N/A,"10:39:19 ET",M
TGT,98.29,Put,145,2026-01-16T16:30:00-06:00,18,"46.00 x 206","47.90 x 201",46.94,1210,mid,5679700,5140,617,91.05%,-0.9651890811,MFSL,N/A,"15:35:44 ET",M
NKE,61.15,Put,80,2026-01-16T16:30:00-06:00,18,"17.10 x 704","20.25 x 530",20.25,2800,ask,5670000,3650,1601,117.97%,-0.813969511,MLFT,BuyToOpen,"15:16:58 ET",M
TSLA,466.265,Call,400,2027-01-15T16:30:00-06:00,382,"140.80 x 84","141.60 x 49",141.2,400,mid,5647900,5141,10055,55.87%,0.73168701354436,AUTO,N/A,"10:31:00 ET",M
TSLA,465.3,Call,400,2027-01-15T16:30:00-06:00,382,"140.55 x 400","140.85 x 85",140.55,400,bid,5622000,639,10055,55.91%,0.73048185664458,AUTO,N/A,"10:23:49 ET",M
NOW,154.524,Put,204,2026-01-16T16:30:00-06:00,18,"46.00 x 315","53.60 x 299",48.7,1150,mid,5600500,2790,270,98.97%,-0.8769374229,SLFT,N/A,"15:29:00 ET",M
STZ,138.79,Put,270,2026-01-16T16:30:00-06:00,18,"129.70 x 8","133.30 x 6",131.6,425,mid,5593000,1270,172,144.40%,-0.9737979083,SLFT,N/A,"15:28:40 ET",M
UNH,329.635,Put,500,2026-01-16T16:30:00-06:00,18,"167.35 x 82","174.40 x 91",174.39,320,mid,5580400,1190,176,133.62%,-0.8953889474,MLFT,N/A,"15:16:25 ET",M
NKE,61.11,Put,85,2026-01-16T16:30:00-06:00,18,"22.75 x 672","24.25 x 459",22.9,2400,mid,5496000,3500,596,0.00%,0,SLFT,ToOpen,"15:29:03 ET",M
MSFT,486.97,Put,535,2026-01-16T16:30:00-06:00,18,"46.20 x 103","48.25 x 16",47.34,1160,mid,5491400,2870,244,0.00%,0,MFSL,N/A,"15:23:41 ET",M
NOW,154.63,Put,192,2026-01-16T16:30:00-06:00,18,"34.00 x 307","40.30 x 293",40.3,1350,ask,5440400,1350,345,98.13%,-0.8116649106,MLFT,BuyToOpen,"15:17:04 ET",M
TSLA,466.56,Call,400,2027-01-15T16:30:00-06:00,382,"142.40 x 382","142.95 x 155",142.4,382,bid,5439600,8837,10055,55.96%,0.73202806580164,AUTO,N/A,"10:40:51 ET",M
TSLA,463.76,Put,450,2026-06-18T16:30:00-05:00,171,"54.15 x 42","54.40 x 209",54.29,1000,mid,5429000,1059,1900,51.86%,-0.3835163989,MLCT,N/A,"15:04:55 ET",M
BTI,57.166,Call,45,2026-01-16T16:30:00-06:00,18,"12.10 x 1","12.40 x 19",12.4,4370,ask,5418800,90782,4370,55.61%,0.97953806536684,MLFT,N/A,"15:46:11 ET",M
GOOG,313.76,Put,320,2026-06-18T16:30:00-05:00,171,"29.90 x 10","30.05 x 17",30.05,1800,ask,5409000,1824,1043,33.83%,-0.4701258664,TLCT,BuyToOpen,"13:22:54 ET",M
UNH,329.48,Put,510,2026-01-16T16:30:00-06:00,18,"177.35 x 45","183.60 x 46",180.06,300,mid,5401800,1390,68,0.00%,0,MFSL,N/A,"15:36:56 ET",M
COST,867.4,Put,965,2026-01-16T16:30:00-06:00,18,"93.80 x 15","101.35 x 15",97.9,550,mid,5384500,1060,51,27.73%,-0.96651964,SLFT,N/A,"15:28:44 ET",M
UNH,329.6233,Put,450,2026-01-16T16:30:00-06:00,18,"117.00 x 45","123.50 x 82",119.15,450,mid,5361700,1330,85,80.92%,-0.9510487449,SLFT,N/A,"15:28:18 ET",M
NKE,61.15,Put,90,2026-01-16T16:30:00-06:00,18,"27.05 x 708","30.90 x 568",27.05,1970,bid,5328800,1970,1024,91.78%,-0.9651514209,MLFT,SellToOpen,"15:16:58 ET",M
MSTR,156.98,Put,285,2026-01-16T16:30:00-06:00,18,"127.25 x 5","129.30 x 29",129.3,410,ask,5301300,410,83,163.27%,-0.9309158147,MLFT,BuyToOpen,"15:16:30 ET",M
META,659.56,Put,745,2026-01-16T16:30:00-06:00,18,"84.20 x 49","89.50 x 70",89.5,591,ask,5289400,811,108,48.40%,-0.8607626654,MLFT,BuyToOpen,"15:15:59 ET",M
HD,346.76,Put,400,2026-01-16T16:30:00-06:00,18,"52.30 x 41","55.25 x 47",52.31,1010,mid,5283300,2240,375,39.29%,-0.9459937898,MLFT,N/A,"15:16:15 ET",M
COST,866.82,Put,1080,2026-01-16T16:30:00-06:00,18,"208.95 x 15","216.40 x 15",213.2,247,mid,5266000,657,33,0.00%,0,MLFT,N/A,"15:15:09 ET",M
UNH,329.48,Put,480,2026-01-16T16:30:00-06:00,18,"147.15 x 41","151.40 x 46",149.6,350,mid,5236000,1200,53,0.00%,0,MFSL,N/A,"15:36:56 ET",M
BRK.B,498.95,Call,230,2027-01-15T16:30:00-06:00,382,"278.50 x 89","282.50 x 64",278.5,188,bid,5235800,1002,72,40.55%,0.98469760581941,AUTO,N/A,"12:35:51 ET",M
SBUX,85.58,Put,115,2026-01-16T16:30:00-06:00,18,"27.40 x 407","30.10 x 280",27.4,1910,bid,5233400,1910,851,0.00%,0,MLFT,SellToOpen,"15:16:20 ET",M
UNH,329.635,Put,440,2026-01-16T16:30:00-06:00,18,"107.35 x 51","113.25 x 46",113.25,460,ask,5209500,460,74,94.86%,-0.8971882995,MLFT,BuyToOpen,"15:16:25 ET",M
UNH,329.6233,Put,590,2026-01-16T16:30:00-06:00,18,"257.00 x 50","263.10 x 84",260.05,200,mid,5201000,632,38,0.00%,0,MLFT,N/A,"15:28:15 ET",M
HUBS,400.96,Put,800,2026-01-16T16:30:00-06:00,18,"396.10 x 15","402.70 x 18",399.28,130,mid,5190600,205,10,139.40%,-0.9873743398,MFSL,ToOpen,"15:22:11 ET",M
NOW,154.524,Put,180,2026-01-16T16:30:00-06:00,18,"24.00 x 318","28.10 x 310",25.82,2010,mid,5189800,2010,750,46.41%,-0.9290871762,MFSL,ToOpen,"15:25:17 ET",M
META,659.56,Put,780,2026-01-16T16:30:00-06:00,18,"119.30 x 36","124.75 x 48",119.3,435,bid,5189500,435,58,49.44%,-0.9345383161,MLFT,SellToOpen,"15:15:59 ET",M
PLTR,184.89,Call,32,2026-01-16T16:30:00-06:00,18,"153.00 x 162","153.55 x 213",153,338,bid,5171400,2000,18298,293.86%,0.99872056766741,AUTO,N/A,"09:52:52 ET",M
UNH,329.635,Put,480,2026-01-16T16:30:00-06:00,18,"147.15 x 48","153.60 x 46",147.15,350,bid,5150200,350,53,67.70%,-0.9967737138,MLFT,SellToOpen,"15:16:25 ET",M
NOW,154.524,Put,192,2026-01-16T16:30:00-06:00,18,"34.00 x 316","40.30 x 298",36.7,1400,mid,5138000,3910,345,74.18%,-0.8934544026,SLFT,N/A,"15:29:00 ET",M
BTI,57.175,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 120","20.30 x 31",20.3,2520,ask,5115600,73080,4017,33.50%,0.94379240970406,SLFT,N/A,"15:12:09 ET",M
AAPL,273.85,Put,310,2026-01-16T16:30:00-06:00,18,"35.25 x 100","37.05 x 108",36.2,1410,mid,5104200,1410,27,30.22%,-0.97872706,MFSL,ToOpen,"15:14:13 ET",M
LULU,212.67,Put,260,2026-01-16T16:30:00-06:00,18,"45.05 x 123","50.20 x 135",46.82,1090,mid,5103300,1096,233,53.79%,-0.9536922454,MLFT,ToOpen,"15:15:54 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 221","20.30 x 41",20.2,2520,mid,5090400,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:42 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 221","20.30 x 41",20.2,2520,mid,5090400,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:41 ET",M
BTI,57.175,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 120","20.30 x 98",20.1,2520,bid,5065200,73080,4017,33.50%,0.94379240970406,SLFT,N/A,"15:12:15 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 221","20.30 x 41",20.1,2520,bid,5065200,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:39 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"20.00 x 222","20.30 x 12",20.1,2520,mid,5065200,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:38 ET",M
PDD,113.75,Put,140,2026-01-16T16:30:00-06:00,18,"25.40 x 300","28.35 x 204",25.4,1990,bid,5054600,2490,767,68.97%,-0.902349344,MLFT,SellToOpen,"15:16:04 ET",M
ADBE,352.89,Put,450,2026-01-16T16:30:00-06:00,18,"93.80 x 44","100.40 x 37",97.01,520,mid,5044500,1030,86,50.93%,-0.9935051134,MFSL,N/A,"15:14:35 ET",M
UNH,329.6233,Put,510,2026-01-16T16:30:00-06:00,18,"177.35 x 45","183.60 x 48",180.1,280,mid,5042800,1090,68,89.27%,-0.9850809809,SLFT,N/A,"15:26:32 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"19.60 x 222","20.50 x 12",20,2520,mid,5040000,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:36 ET",M
MRK,106.97,Call,115,2026-04-17T16:30:00-05:00,109,"3.25 x 312","3.45 x 461",3.36,14998,mid,5039300,15450,1010,27.28%,0.3412174028917,MLAT,ToOpen,"15:52:10 ET",M
MSFT,486.97,Put,530,2026-01-16T16:30:00-06:00,18,"41.20 x 103","44.60 x 105",43.04,1170,mid,5035600,2910,250,20.06%,-0.9891878579,MFSL,N/A,"15:23:41 ET",M
MSTR,156.98,Put,540,2026-01-16T16:30:00-06:00,18,"382.35 x 50","384.30 x 5",384.3,130,ask,4995900,130,19,0.00%,0,MLFT,BuyToOpen,"15:14:40 ET",M
TTD,38.625,Put,115,2026-01-16T16:30:00-06:00,18,"75.40 x 630","78.40 x 575",76.85,650,mid,4995200,650,220,275.94%,-0.9325044634,SLFT,ToOpen,"15:28:23 ET",M
META,659.86,Put,755,2026-01-16T16:30:00-06:00,18,"94.00 x 10","98.20 x 43",95.98,520,mid,4990900,1150,84,38.59%,-0.9436977744,MFSL,N/A,"15:23:16 ET",M
COST,866.82,Put,965,2026-01-16T16:30:00-06:00,18,"93.80 x 16","101.35 x 15",97.62,510,mid,4978600,510,51,0.00%,0,MFSL,ToOpen,"15:17:39 ET",M
TSLA,466.265,Call,400,2027-01-15T16:30:00-06:00,382,"141.70 x 256","141.70 x 20",141.7,349,ask,4945300,5141,10055,55.87%,0.73168701354436,AUTO,N/A,"10:28:29 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"18.00 x 146","20.50 x 12",19.6,2520,mid,4939200,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:35 ET",M
PDD,113.75,Put,165,2026-01-16T16:30:00-06:00,18,"50.40 x 269","53.15 x 199",50.4,980,bid,4939200,980,347,103.48%,-0.9362468732,MLFT,SellToOpen,"15:16:04 ET",M
BRK.B,498.95,Call,230,2027-01-15T16:30:00-06:00,382,"278.50 x 11","278.55 x 1",278.5,177,bid,4929400,1002,72,40.55%,0.98469760581941,AUTO,N/A,"12:35:52 ET",M
UNH,329.6233,Put,440,2026-01-16T16:30:00-06:00,18,"107.35 x 49","113.25 x 48",109.5,450,mid,4927500,1210,74,76.88%,-0.9470190961,SLFT,N/A,"15:28:18 ET",M
NOW,154.524,Put,200,2026-01-16T16:30:00-06:00,18,"42.10 x 311","48.30 x 294",45.6,1075,mid,4902000,2855,265,62.13%,-0.9710140134,SLFT,N/A,"15:29:00 ET",M
MSTR,157.1875,Put,315,2026-01-16T16:30:00-06:00,18,"157.20 x 5","158.60 x 5",157.89,310,mid,4894500,570,67,138.59%,-0.9883017514,MFSL,N/A,"15:23:53 ET",M
APP,695.71,Call,700,2026-01-16T16:30:00-06:00,18,"28.00 x 1","30.30 x 30",30.4,1603,ask,4873100,2047,2600,52.80%,0.50857663651084,SLFT,N/A,"09:40:47 ET",M
CRCL,81.205,Put,145,2026-01-16T16:30:00-06:00,18,"61.75 x 150","66.05 x 312",64.04,760,mid,4867000,760,352,138.45%,-0.9617264008,MFSL,ToOpen,"15:18:05 ET",M
COST,866.82,Put,950,2026-01-16T16:30:00-06:00,18,"78.85 x 39","86.20 x 26",82.37,590,mid,4859800,590,106,0.00%,0,MFSL,ToOpen,"15:17:39 ET",M
GOOG,312.5937,Put,350,2028-01-21T16:30:00-06:00,753,"74.45 x 48","75.25 x 60",74.65,650,mid,4852200,650,1263,34.95%,-0.4706187354,SLFT,N/A,"11:25:03 ET",M
BTI,57.175,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 74","20.30 x 31",20.2,2400,mid,4848000,73080,4017,33.50%,0.94379240970406,SLFT,N/A,"15:12:01 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 221","20.30 x 41",20.2,2400,mid,4848000,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:45 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 221","20.30 x 41",20.2,2400,mid,4848000,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:50 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 221","20.30 x 41",20.2,2400,mid,4848000,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:48 ET",M
BTI,57.175,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 120","20.30 x 98",20.2,2400,mid,4848000,73080,4017,33.50%,0.94379240970406,SLFT,N/A,"15:12:33 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 221","20.30 x 41",20.2,2400,mid,4848000,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:49 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 221","20.30 x 41",20.2,2400,mid,4848000,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:52 ET",M
BTI,57.175,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 120","20.30 x 98",20.2,2400,mid,4848000,73080,4017,33.50%,0.94379240970406,SLFT,N/A,"15:12:43 ET",M
BTI,57.175,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 120","20.30 x 98",20.2,2400,mid,4848000,73080,4017,33.50%,0.94379240970406,SLFT,N/A,"15:12:49 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 221","20.30 x 41",20.2,2400,mid,4848000,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:43 ET",M
BTI,57.175,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 120","20.30 x 98",20.2,2400,mid,4848000,73080,4017,33.50%,0.94379240970406,SLFT,N/A,"15:12:24 ET",M
BTI,57.175,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 120","20.30 x 98",20.2,2400,mid,4848000,73080,4017,33.50%,0.94379240970406,SLFT,N/A,"15:12:38 ET",M
BTI,57.1873,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 221","20.30 x 41",20.2,2400,mid,4848000,32760,4017,30.28%,0.97391987441048,SLFT,N/A,"14:55:46 ET",M
BTI,57.175,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 120","20.30 x 98",20.2,2400,mid,4848000,73080,4017,33.50%,0.94379240970406,SLFT,N/A,"15:12:29 ET",M
BTI,57.175,Call,37,2027-01-15T16:30:00-06:00,382,"20.10 x 120","20.30 x 98",20.2,2400,mid,4848000,73080,4017,33.50%,0.94379240970406,SLFT,N/A,"15:12:21 ET",M
MSTR,157.1875,Put,330,2026-01-16T16:30:00-06:00,18,"172.20 x 5","173.65 x 5",172.91,280,mid,4841400,510,53,148.55%,-0.9875877025,MFSL,N/A,"15:23:53 ET",M
UNH,329.635,Put,460,2026-01-16T16:30:00-06:00,18,"128.90 x 49","133.40 x 87",133.4,360,ask,4802400,360,57,106.51%,-0.9016326104,MLFT,BuyToOpen,"15:16:25 ET",M
PDD,113.75,Put,150,2026-01-16T16:30:00-06:00,18,"35.40 x 237","38.35 x 181",35.8,1340,mid,4797100,1340,500,85.23%,-0.9169057177,MLFT,ToOpen,"15:16:04 ET",M
ADBE,352.89,Put,450,2026-01-16T16:30:00-06:00,18,"93.80 x 47","100.40 x 47",93.8,510,bid,4783800,1030,86,50.93%,-0.9935051134,MLFT,N/A,"15:16:49 ET",M
NVDA,187.135,Put,190,2026-03-20T16:30:00-05:00,81,"15.85 x 1029","15.95 x 541",15.88,3000,mid,4764000,3176,25083,42.80%,-0.4788457225,MLCT,N/A,"11:38:58 ET",M
MSTR,157.1875,Put,340,2026-02-20T16:30:00-06:00,53,"182.05 x 4","184.30 x 29",183.22,260,mid,4763700,261,74,109.11%,-0.9624775335,MFSL,ToOpen,"15:24:39 ET",M
LULU,212,Put,270,2026-01-16T16:30:00-06:00,18,"55.10 x 21","60.20 x 27",57.6,825,mid,4752000,2035,164,0.00%,0,SLFT,N/A,"15:28:19 ET",M
NOW,154.63,Put,184,2026-01-16T16:30:00-06:00,18,"27.70 x 296","32.20 x 293",30.79,1540,mid,4741600,1624,478,68.74%,-0.8570265551,MLFT,ToOpen,"15:17:04 ET",M
MSTR,157.15,Put,315,2026-01-16T16:30:00-06:00,18,"157.40 x 5","158.45 x 5",157.9,300,mid,4737000,870,67,135.69%,-0.9906195342,SLFT,N/A,"15:28:09 ET",M
MSTR,157.1875,Put,520,2026-01-16T16:30:00-06:00,18,"362.25 x 5","363.65 x 5",362.98,130,mid,4718700,260,20,232.61%,-0.9862865559,MFSL,N/A,"15:24:39 ET",M
UNH,329.48,Put,440,2026-01-16T16:30:00-06:00,18,"109.50 x 41","113.25 x 46",111.62,420,mid,4688000,1630,74,78.25%,-0.9434580903,MFSL,N/A,"15:36:56 ET",M
MU,287.0135,Call,185,2026-01-16T16:30:00-06:00,18,"100.90 x 403","103.85 x 399",102.44,457,mid,4681500,459,2033,82.93%,0.99345406451545,MLFT,N/A,"11:48:30 ET",M
TMUS,203.785,Put,260,2026-01-16T16:30:00-06:00,18,"54.90 x 106","58.00 x 126",56.55,825,mid,4665300,1185,163,61.82%,-0.9584207142,SLFT,ToOpen,"15:28:29 ET",M
NOW,154.63,Put,204,2026-01-16T16:30:00-06:00,18,"46.00 x 307","53.60 x 294",53.6,870,ask,4663200,870,270,128.92%,-0.7951228528,MLFT,BuyToOpen,"15:17:04 ET",M
CI,276.23,Put,380,2026-01-16T16:30:00-06:00,18,"101.90 x 282","105.30 x 101",103.6,450,mid,4662000,670,42,0.00%,0,MFSL,ToOpen,"15:16:54 ET",M
TSLA,463.69,Put,320,2027-12-17T16:30:00-06:00,718,"53.90 x 119","54.25 x 33",54.2,850,mid,4607000,851,4689,57.40%,-0.1772115175,SLFT,N/A,"14:54:23 ET",M
MSTR,157.1875,Put,540,2026-01-16T16:30:00-06:00,18,"382.25 x 5","383.65 x 5",382.98,120,mid,4595700,250,19,238.99%,-0.9867440961,MFSL,N/A,"15:24:39 ET",M
AMT,175.65,Put,220,2026-01-16T16:30:00-06:00,18,"42.60 x 6","45.30 x 5",44.1,1040,mid,4586400,1040,382,0.00%,0,MFSL,ToOpen,"15:15:03 ET",M
META,659.19,Put,760,2026-01-16T16:30:00-06:00,18,"99.20 x 48","103.30 x 55",103.3,443,ask,4576100,443,168,48.25%,-0.9014401442,MLFT,BuyToOpen,"15:14:07 ET",M
PDD,113.785,Put,150,2026-01-16T16:30:00-06:00,18,"35.40 x 288","38.30 x 231",36.83,1240,mid,4566900,4580,500,84.10%,-0.9198732468,MFSL,N/A,"15:25:55 ET",M
PDD,113.785,Put,140,2026-01-16T16:30:00-06:00,18,"25.40 x 284","28.25 x 221",26.85,1700,mid,4564500,4190,767,69.13%,-0.9014429843,SLFT,N/A,"15:28:57 ET",M
ADBE,352.89,Put,415,2026-01-16T16:30:00-06:00,18,"59.80 x 43","65.00 x 42",59.8,760,bid,4544800,1200,126,42.73%,-0.9604479931,MLFT,SellToOpen,"15:16:49 ET",M
UNH,329.6233,Put,480,2026-01-16T16:30:00-06:00,18,"147.15 x 58","153.60 x 61",151.4,300,mid,4542000,850,53,95.25%,-0.9538993663,SLFT,N/A,"15:28:18 ET",M
COP,92.572,Put,130,2026-01-16T16:30:00-06:00,18,"35.90 x 502","39.55 x 427",37.75,1200,mid,4530000,2010,300,88.33%,-0.9487656645,SLFT,ToOpen,"15:28:47 ET",M
FIG,38.08,Put,100,2026-01-16T16:30:00-06:00,18,"60.75 x 864","62.50 x 550",60.95,740,mid,4510300,740,604,0.00%,0,MLFT,ToOpen,"15:14:55 ET",M
META,659.86,Put,780,2026-01-16T16:30:00-06:00,18,"119.05 x 711","124.40 x 50",121.57,370,mid,4498000,805,58,49.31%,-0.9346333082,MFSL,N/A,"15:23:16 ET",M
NOW,154.63,Put,200,2026-01-16T16:30:00-06:00,18,"41.90 x 308","48.30 x 293",41.9,1060,bid,4441400,1060,265,0.00%,0,MLFT,SellToOpen,"15:17:04 ET",M
FANG,149.035,Put,207.49,2026-01-16T16:30:00-06:00,18,"57.10 x 210","60.30 x 204",58.7,750,mid,4402500,1820,141,78.45%,-0.9665681617,MLFT,N/A,"15:28:34 ET",M
MSTR,157.1875,Put,450,2026-01-16T16:30:00-06:00,18,"292.20 x 5","293.60 x 5",292.91,150,mid,4393600,287,26,201.52%,-0.9889484782,MFSL,N/A,"15:24:27 ET",M
LULU,212,Put,300,2026-01-16T16:30:00-06:00,18,"85.10 x 21","90.20 x 33",87.6,500,mid,4380000,1310,102,0.00%,0,SLFT,N/A,"15:28:19 ET",M
COST,866.82,Put,1035,2026-01-16T16:30:00-06:00,18,"164.10 x 16","171.90 x 16",167.96,260,mid,4366900,417,21,0.00%,0,MFSL,ToOpen,"15:17:39 ET",M
META,659.19,Put,755,2026-01-16T16:30:00-06:00,18,"94.00 x 42","99.50 x 44",98.3,443,mid,4354600,443,84,46.61%,-0.8988154863,MLFT,ToOpen,"15:14:07 ET",M
NOW,154.524,Put,192,2026-01-16T16:30:00-06:00,18,"34.00 x 316","40.30 x 298",37.54,1160,mid,4354600,3910,345,74.18%,-0.8934544026,MFSL,N/A,"15:25:16 ET",M
ADBE,352.81,Put,450,2026-01-16T16:30:00-06:00,18,"93.85 x 43","100.40 x 50",96.3,450,mid,4333500,1480,86,0.00%,0,SLFT,N/A,"15:29:04 ET",M
MSTR,157.15,Put,330,2026-01-16T16:30:00-06:00,18,"172.40 x 5","173.40 x 5",172.9,250,mid,4322500,760,53,143.64%,-0.9908516363,SLFT,N/A,"15:28:09 ET",M
SBUX,85.64,Put,110,2026-01-16T16:30:00-06:00,18,"22.65 x 439","25.55 x 317",23.91,1800,mid,4303800,2931,522,0.00%,0,MLFT,ToOpen,"15:28:50 ET",M
MSTR,156.98,Put,335,2026-01-16T16:30:00-06:00,18,"177.30 x 5","179.30 x 43",179.3,240,ask,4303200,240,44,0.00%,0,MLFT,BuyToOpen,"15:16:30 ET",M
HUM,258.41,Put,350,2026-01-16T16:30:00-06:00,18,"88.40 x 5","95.60 x 6",95.19,450,mid,4283500,450,83,111.16%,-0.8658129379,MLFT,ToOpen,"15:14:45 ET",M
DUOL,180.97,Put,450,2026-01-16T16:30:00-06:00,18,"267.30 x 13","270.90 x 13",267.3,160,bid,4276800,160,25,173.63%,-0.990877057,MLFT,SellToOpen,"15:13:52 ET",M
AXON,582.5,Put,740,2026-01-16T16:30:00-06:00,18,"155.00 x 6","162.00 x 5",158.06,270,mid,4267600,277,74,59.46%,-0.9668617548,MFSL,ToOpen,"15:15:41 ET",M
PLTR,186.4964,Put,180,2026-06-18T16:30:00-05:00,171,"23.45 x 344","23.70 x 108",23.56,1800,mid,4240800,1903,2656,56.46%,-0.3760360585,SLCN,N/A,"11:40:26 ET",M
GOOG,314.34,Call,160,2026-12-18T16:30:00-06:00,354,"160.35 x 132","163.65 x 164",162.1,261,mid,4230800,261,701,48.36%,0.95513924530403,SLAN,N/A,"15:38:21 ET",M
UNH,329.6233,Put,590,2026-01-16T16:30:00-06:00,18,"257.00 x 51","263.10 x 84",260.3,160,mid,4164800,632,38,0.00%,0,SLFT,N/A,"15:26:32 ET",M
COIN,234.631,Put,400,2026-01-16T16:30:00-06:00,18,"162.40 x 869","169.60 x 71",165.99,250,mid,4149700,490,41,127.43%,-0.9634374154,MFSL,N/A,"15:17:16 ET",M
BRK.B,500.88,Call,310,2027-01-15T16:30:00-06:00,382,"205.30 x 10","208.00 x 146",206.81,200,mid,4136200,200,5612,33.87%,0.95188908777916,MLFT,N/A,"15:53:50 ET",M
META,659.56,Put,775,2026-01-16T16:30:00-06:00,18,"113.75 x 35","119.75 x 35",119.75,345,ask,4131300,345,46,46.88%,-0.9379899944,MLFT,BuyToOpen,"15:15:59 ET",M
UNH,329.6233,Put,450,2026-01-16T16:30:00-06:00,18,"117.00 x 45","123.50 x 85",120.75,340,mid,4105500,1330,85,80.92%,-0.9510487449,SLFT,N/A,"15:26:32 ET",M
HD,346.67,Put,430,2026-01-16T16:30:00-06:00,18,"82.30 x 591","85.20 x 32",83.76,490,mid,4104200,920,93,53.05%,-0.9635582509,MFSL,N/A,"15:21:50 ET",M
NOW,154.524,Put,208,2026-01-16T16:30:00-06:00,18,"51.40 x 304","56.30 x 298",54.2,750,mid,4065000,1890,185,87.38%,-0.9269843371,SLFT,N/A,"15:29:00 ET",M
HD,346.74,Put,420,2026-01-16T16:30:00-06:00,18,"72.20 x 37","75.20 x 33",73.7,550,mid,4053500,1520,97,48.36%,-0.9601218793,SLFT,N/A,"15:28:27 ET",M
UNH,329.6233,Put,380,2026-01-16T16:30:00-06:00,18,"47.00 x 85","52.55 x 91",50.45,800,mid,4036000,1300,174,31.18%,-0.9827976584,SLFT,ToOpen,"15:28:18 ET",M
